"","code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude","sample.type1","geol.zone"
"GDM.1947","GDM.1947","Cu metal",NA,NA,18.299,15.652,38.467,0.855,2.102,341,9.76,4.0107,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1948","GDM.1948","Cu metal",NA,NA,18.444,15.68,38.644,0.85,2.095,287,9.84,4.0162,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1949","GDM.1949","Cu metal",NA,NA,18.301,15.678,38.499,0.857,2.104,387,9.86,4.0354,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1950","GDM.1950","Cu metal",NA,NA,18.296,15.654,38.461,0.856,2.102,347,9.77,4.0103,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1951","GDM.1951","Cu metal",NA,NA,18.316,15.678,38.516,0.856,2.103,378,9.86,4.0348,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1952","GDM.1952","Cu metal",NA,NA,18.317,15.679,38.514,0.856,2.103,378,9.86,4.033,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1953","GDM.1953","Cu metal",NA,NA,18.322,15.669,38.515,0.855,2.102,356,9.82,4.0263,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1954","GDM.1954","Cu metal",NA,NA,18.243,15.652,38.344,0.858,2.102,383,9.77,3.9825,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1955","GDM.1955","Cu metal",NA,NA,18.324,15.68,38.524,0.856,2.102,375,9.86,4.034,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1956","GDM.1956","Cu metal",NA,NA,18.323,15.68,38.52,0.856,2.102,375,9.86,4.0326,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1957","GDM.1957","Cu metal",NA,NA,18.37,15.678,38.577,0.853,2.1,338,9.85,4.0301,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1958","GDM.1958","Cu metal",NA,NA,18.428,15.682,38.641,0.851,2.097,303,9.85,4.0262,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1959","GDM.1959","Cu metal",NA,NA,18.401,15.681,38.604,0.852,2.098,321,9.85,4.0251,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1960","GDM.1960","Cu metal",NA,NA,18.413,15.686,38.619,0.852,2.097,320,9.87,4.026,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1961","GDM.1961","Cu metal",NA,NA,18.411,15.687,38.624,0.852,2.098,325,9.87,4.0309,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1962","GDM.1962","Cu metal",NA,NA,18.27,15.649,38.452,0.857,2.105,358,9.76,4.022,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1963","GDM.1963","Cu metal",NA,NA,18.347,15.669,38.531,0.854,2.1,337,9.82,4.0178,"Llull Estarellas et al., 2019","Ref.127",39.958847,4.002147,"Archaeological",NA
"GDM.1964","GDM.1964","Ore mix","BC","Cu",18.817,15.697,39.084,0.834,2.077,42,9.82,4.0003,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1965","GDM.1965","Cu mineral","BC","Cu",18.904,15.703,39.093,0.831,2.068,-11,9.83,3.9509,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1966","GDM.1966","Ore mix","BC","Cu",18.857,15.699,39.092,0.833,2.073,17,9.83,3.9796,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1967","GDM.1967","Cu mineral","BC","Cu",18.819,15.7,39.097,0.834,2.078,47,9.84,4.0069,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1968","GDM.1968","Ore mix","BC","Cu",18.81,15.694,39.076,0.834,2.077,43,9.82,4.0002,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1969","GDM.1969","Cu mineral","BC","Cu",18.82,15.698,39.09,0.834,2.077,43,9.83,4.0023,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1970","GDM.1970","Cu mineral","BC","Cu",18.817,15.697,39.086,0.834,2.077,42,9.82,4.0011,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1971","GDM.1971","Cu mineral","BC","Cu",18.817,15.697,39.084,0.834,2.077,41,9.82,4.0002,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1972","GDM.1972","Cu mineral","BC","Cu",18.853,15.697,39.092,0.833,2.074,16,9.82,3.9813,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1973","GDM.1973","Cu mineral","BC","Cu",18.826,15.697,39.087,0.834,2.076,36,9.82,3.9963,"Murillo-Barroso et al., 2019","Ref.128",37.173445,-1.95432,"Geological","Betic Cordillera"
"GDM.1974","GDM.1974","Cu mineral","BC","Cu",18.628,15.696,38.748,0.843,2.08,181,9.86,3.9535,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1975","GDM.1975","Ore mix","BC","Cu",18.855,15.703,39.384,0.833,2.089,27,9.84,4.1265,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1976","GDM.1976","Cu mineral","BC","Cu",18.603,15.692,38.779,0.843,2.085,191,9.85,3.984,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1977","GDM.1977","Cu mineral","BC","Cu",19.016,15.705,38.728,0.826,2.037,-89,9.82,3.7064,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1978","GDM.1978","Cu mineral","BC","Cu",18.721,15.699,38.924,0.839,2.079,118,9.85,3.9833,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1979","GDM.1979","Cu mineral","BC","Cu",18.716,15.694,38.871,0.839,2.077,112,9.83,3.9578,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1980","GDM.1980","Ore mix","BC","Cu",18.682,15.686,38.763,0.84,2.075,121,9.81,3.9224,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1981","GDM.1981","Ore mix","BC","Cu",18.82,15.699,38.792,0.834,2.061,43,9.83,3.8538,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1982","GDM.1982","Cu mineral","BC","Cu",18.757,15.693,38.886,0.837,2.073,80,9.82,3.9392,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1983","GDM.1983","Cu mineral","BC","Cu",18.781,15.699,38.974,0.836,2.075,73,9.84,3.9695,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1984","GDM.1984","Ore mix","BC","Cu",18.738,15.696,38.861,0.838,2.074,99,9.84,3.9397,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1985","GDM.1985","Ore mix","BC","Cu",19.087,15.721,39.492,0.824,2.069,-111,9.87,4.0347,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1986","GDM.1986","Cu mineral","BC","Cu",19.644,15.743,38.748,0.801,1.973,-488,9.88,3.3839,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1987","GDM.1987","Ore mix","BC","Cu",18.695,15.693,38.821,0.839,2.076,126,9.83,3.9458,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1988","GDM.1988","Ore mix","BC","Cu",18.693,15.685,38.839,0.839,2.078,112,9.8,3.9535,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1989","GDM.1989","Cu mineral","BC","Cu",18.63,15.686,38.749,0.842,2.08,161,9.82,3.9493,"Murillo-Barroso et al., 2019","Ref.128",37.348985,-1.846138,"Geological","Betic Cordillera"
"GDM.1990","GDM.1990","Ore mix","BC","Cu",18.838,15.69,39.121,0.833,2.077,12,9.79,4.0024,"Murillo-Barroso et al., 2019","Ref.128",37.084012,-1.893523,"Geological","Betic Cordillera"
"GDM.1991","GDM.1991","Ore mix","BC","Cu",18.893,15.713,39.059,0.832,2.067,17,9.87,3.945,"Murillo-Barroso et al., 2019","Ref.128",37.084012,-1.893523,"Geological","Betic Cordillera"
"GDM.1992","GDM.1992","Ore mix","BC","Cu",20.327,15.78,39.702,0.776,1.953,-939,9.94,3.4541,"Murillo-Barroso et al., 2019","Ref.128",37.084012,-1.893523,"Geological","Betic Cordillera"
"GDM.1993","GDM.1993","Ore mix","BC","Cu",18.809,15.693,39.1,0.834,2.079,41,9.81,4.0124,"Murillo-Barroso et al., 2019","Ref.128",37.084012,-1.893523,"Geological","Betic Cordillera"
"GDM.1994","GDM.1994","Ore mix","BC","Cu",18.758,15.687,39.021,0.836,2.08,68,9.8,4.004,"Murillo-Barroso et al., 2019","Ref.128",37.286187,-1.751183,"Geological","Betic Cordillera"
"GDM.1995","GDM.1995","Ore mix","BC","Cu",18.757,15.688,39.019,0.836,2.08,69,9.8,4.0035,"Murillo-Barroso et al., 2019","Ref.128",37.286187,-1.751183,"Geological","Betic Cordillera"
"GDM.1996","GDM.1996","Cu mineral","BC","Cu",18.772,15.696,39.047,0.836,2.08,75,9.83,4.0115,"Murillo-Barroso et al., 2019","Ref.128",37.286187,-1.751183,"Geological","Betic Cordillera"
"GDM.1997","GDM.1997","Cu mineral","BC","Cu",18.678,15.694,38.831,0.84,2.079,140,9.84,3.9629,"Murillo-Barroso et al., 2019","Ref.128",37.286187,-1.751183,"Geological","Betic Cordillera"
"GDM.1998","GDM.1998","Pb metal",NA,NA,18.699,15.697,38.967,0.839,2.084,129,9.85,4.0187,"Perellò Mateo & Llull Estarellas, 2019","Ref.129",39.733488,3.185825,"Archaeological",NA
"GDM.2442","GDM.2442","Sn metal",NA,NA,18.67,15.622,38.815,0.837,2.079,3,9.57,3.9335,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2443","GDM.2443","Sn metal",NA,NA,18.69,15.638,38.835,0.837,2.078,19,9.62,3.9361,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2444","GDM.2444","Sn metal",NA,NA,18.325,15.574,38.344,0.85,2.092,170,9.45,3.899,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2445","GDM.2445","Sn metal",NA,NA,18.47,15.612,38.563,0.845,2.088,135,9.56,3.9318,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2446","GDM.2446","Sn metal",NA,NA,18.304,15.598,38.366,0.852,2.096,234,9.54,3.934,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2447","GDM.2447","Sn metal",NA,NA,18.567,15.613,38.663,0.841,2.082,63,9.55,3.9198,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2448","GDM.2448","Sn metal",NA,NA,18.651,15.613,38.813,0.837,2.081,-2,9.53,3.9413,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2449","GDM.2449","Sn metal",NA,NA,18.638,15.598,38.78,0.837,2.081,-23,9.48,3.9276,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2450","GDM.2450","Sn metal",NA,NA,18.441,15.611,38.552,0.847,2.091,155,9.57,3.9452,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2451","GDM.2451","Sn metal",NA,NA,18.402,15.604,38.521,0.848,2.093,171,9.55,3.9521,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2452","GDM.2452","Sn metal",NA,NA,18.23,15.576,38.248,0.854,2.098,247,9.47,3.9123,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2453","GDM.2453","Sn metal",NA,NA,18.695,15.652,38.904,0.837,2.081,43,9.67,3.9731,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2454","GDM.2454","Sn metal",NA,NA,18.68,15.633,38.574,0.837,2.065,17,9.6,3.8092,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2455","GDM.2455","Sn metal",NA,NA,18.667,15.635,38.759,0.838,2.076,30,9.61,3.9119,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2456","GDM.2456","Sn metal",NA,NA,18.643,15.641,38.779,0.839,2.08,62,9.64,3.9401,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2457","GDM.2457","Sn metal",NA,NA,18.677,15.628,38.818,0.837,2.078,9,9.59,3.9325,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2458","GDM.2458","Sn metal",NA,NA,18.705,15.664,38.987,0.837,2.084,61,9.72,4.0135,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2459","GDM.2459","Sn metal",NA,NA,18.674,15.612,38.743,0.836,2.075,-21,9.53,3.8909,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2460","GDM.2460","Sn metal",NA,NA,18.692,15.592,38.728,0.834,2.072,-78,9.45,3.8636,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2461","GDM.2461","Sn metal",NA,NA,18.638,15.618,38.703,0.838,2.077,18,9.55,3.8959,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2462","GDM.2462","Sn metal",NA,NA,18.705,15.642,38.748,0.836,2.072,17,9.64,3.8845,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2463","GDM.2463","Sn metal",NA,NA,18.747,15.637,38.777,0.834,2.068,-25,9.61,3.8704,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2464","GDM.2464","Sn metal",NA,NA,18.553,15.614,38.726,0.842,2.087,75,9.55,3.9623,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2465","GDM.2465","Sn metal",NA,NA,18.667,15.614,38.732,0.836,2.075,-12,9.54,3.8906,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2466","GDM.2466","Sn metal",NA,NA,18.476,15.628,38.497,0.846,2.084,161,9.62,3.8986,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.2467","GDM.2467","Sn metal",NA,NA,18.658,15.619,38.789,0.837,2.079,5,9.56,3.927,"Stannard et al., 2019","Ref.131",37.33,2,"Archaeological",NA
"GDM.1999","GDM.1999","Cu metal",NA,NA,18.413,15.678,38.584,0.851,2.095,305,9.83,4.0042,"Sureda, 2019","Ref.132",38.659811,1.403393,"Archaeological",NA
"GDM.2000","GDM.2000","Cu metal",NA,NA,18.628,15.681,38.887,0.842,2.088,152,9.8,4.0197,"Sureda, 2019","Ref.132",38.659811,1.403393,"Archaeological",NA
"GDM.2001","GDM.2001","Cu metal",NA,NA,18.611,15.719,38.825,0.845,2.086,237,9.95,4.0125,"Sureda, 2019","Ref.132",38.659811,1.403393,"Archaeological",NA
"GDM.2002","GDM.2002","Cu metal",NA,NA,18.534,15.688,38.747,0.846,2.091,234,9.85,4.0123,"Sureda, 2019","Ref.132",38.880725,1.344588,"Archaeological",NA
"GDM.2003","GDM.2003","Cu metal",NA,NA,18.507,15.669,38.719,0.847,2.092,219,9.78,4.009,"Sureda, 2019","Ref.132",38.906876,1.436388,"Archaeological",NA
"GDM.2004","GDM.2004","Cu metal",NA,NA,18.574,15.675,38.745,0.844,2.086,181,9.79,3.9804,"Sureda, 2019","Ref.132",38.705595,1.451801,"Archaeological",NA
"GDM.2915","GDM.2915","Cu metal",NA,NA,18.704,15.693,38.861,0.839,2.078,119,9.83,3.9605,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2916","GDM.2916","Cu metal",NA,NA,18.681,15.689,38.899,0.84,2.082,128,9.82,3.9934,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2917","GDM.2917","Cu metal",NA,NA,18.666,15.685,38.824,0.84,2.08,132,9.81,3.9637,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2918","GDM.2918","Cu metal",NA,NA,18.708,15.699,38.998,0.839,2.085,128,9.85,4.0294,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2919","GDM.2919","Cu metal",NA,NA,18.813,15.694,39.078,0.834,2.077,40,9.81,3.999,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2920","GDM.2920","Cu metal",NA,NA,18.818,15.696,39.083,0.834,2.077,40,9.82,3.999,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2921","GDM.2921","Cu metal",NA,NA,18.815,15.695,39.08,0.834,2.077,40,9.82,3.9991,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2922","GDM.2922","Cu metal",NA,NA,18.814,15.696,39.083,0.834,2.077,43,9.82,4.0016,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2923","GDM.2923","Cu metal",NA,NA,18.951,15.7,39.046,0.828,2.06,-52,9.81,3.8976,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2924","GDM.2924","Cu metal",NA,NA,18.813,15.696,39.082,0.834,2.077,44,9.82,4.0017,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2925","GDM.2925","Cu metal",NA,NA,18.807,15.68,39.028,0.834,2.075,16,9.76,3.9729,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2926","GDM.2926","Cu metal",NA,NA,18.767,15.69,39.01,0.836,2.079,66,9.81,3.9935,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2927","GDM.2927","Cu metal",NA,NA,18.817,15.696,39.084,0.834,2.077,41,9.82,4.0001,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2928","GDM.2928","Cu metal",NA,NA,18.818,15.696,39.08,0.834,2.077,40,9.82,3.9975,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2929","GDM.2929","Cu metal",NA,NA,18.659,15.692,38.793,0.841,2.079,150,9.84,3.9549,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2930","GDM.2930","Cu metal",NA,NA,18.552,15.686,38.674,0.846,2.085,218,9.83,3.9618,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2931","GDM.2931","Cu metal",NA,NA,18.568,15.689,38.697,0.845,2.084,212,9.84,3.9642,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2932","GDM.2932","Cu metal",NA,NA,18.658,15.698,38.783,0.841,2.079,163,9.86,3.9526,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2933","GDM.2933","Cu metal",NA,NA,18.511,15.679,38.648,0.847,2.088,235,9.82,3.9729,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2934","GDM.2934","Cu metal",NA,NA,18.788,15.7,38.998,0.836,2.076,70,9.84,3.9775,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2935","GDM.2935","Cu metal",NA,NA,18.86,15.706,38.997,0.833,2.068,29,9.85,3.933,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2936","GDM.2936","Cu metal",NA,NA,18.687,15.69,38.812,0.84,2.077,126,9.82,3.9457,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2937","GDM.2937","Cu metal",NA,NA,18.694,15.693,38.87,0.839,2.079,126,9.83,3.9716,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2938","GDM.2938","Cu metal",NA,NA,18.611,15.692,38.754,0.843,2.082,186,9.85,3.9664,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2939","GDM.2939","Cu metal",NA,NA,18.617,15.697,38.764,0.843,2.082,191,9.86,3.9693,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2940","GDM.2940","Cu metal",NA,NA,18.716,15.7,38.896,0.839,2.078,124,9.86,3.973,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2941","GDM.2941","Cu metal",NA,NA,18.662,15.695,38.806,0.841,2.079,154,9.85,3.9607,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2942","GDM.2942","Cu metal",NA,NA,18.586,15.698,38.732,0.845,2.084,215,9.87,3.9734,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2943","GDM.2943","Cu metal",NA,NA,18.622,15.694,38.759,0.843,2.081,182,9.85,3.9624,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2944","GDM.2944","Cu metal",NA,NA,18.641,15.696,38.796,0.842,2.081,172,9.86,3.9696,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2945","GDM.2945","Cu metal",NA,NA,18.535,15.671,38.678,0.845,2.087,202,9.78,3.9698,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2946","GDM.2946","Cu metal",NA,NA,18.734,15.691,38.812,0.838,2.072,93,9.82,3.9157,"Murillo-Barroso et al., 2020","Ref.133",37.350192,-1.963699,"Archaeological",NA
"GDM.2947","GDM.2947","Cu metal",NA,NA,18.841,15.67,38.96,0.832,2.068,-30,9.72,3.9137,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2948","GDM.2948","Cu metal",NA,NA,18.745,15.694,38.963,0.837,2.079,90,9.83,3.9857,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2949","GDM.2949","Cu metal",NA,NA,18.751,15.694,38.969,0.837,2.078,86,9.83,3.9848,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2950","GDM.2950","Cu metal",NA,NA,18.637,15.691,38.75,0.842,2.079,165,9.84,3.9469,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2951","GDM.2951","Cu metal",NA,NA,18.748,15.71,38.989,0.838,2.08,120,9.89,4.0026,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2952","GDM.2952","Cu metal",NA,NA,18.714,15.688,38.911,0.838,2.079,102,9.81,3.9775,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2953","GDM.2953","Cu metal",NA,NA,18.441,15.682,38.63,0.85,2.095,292,9.84,4.0115,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2954","GDM.2954","Cu metal",NA,NA,18.655,15.693,38.788,0.841,2.079,155,9.84,3.9553,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2955","GDM.2955","Cu metal",NA,NA,18.552,15.679,38.667,0.845,2.084,205,9.81,3.9557,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2956","GDM.2956","Cu metal",NA,NA,18.702,15.694,38.865,0.839,2.078,122,9.84,3.9642,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2957","GDM.2957","Cu metal",NA,NA,18.56,15.694,38.738,0.846,2.087,227,9.86,3.9925,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2958","GDM.2958","Cu metal",NA,NA,18.699,15.685,38.899,0.839,2.08,107,9.8,3.9802,"Murillo-Barroso et al., 2020","Ref.133",37.264795,-1.788293,"Archaeological",NA
"GDM.2959","GDM.2959","Cu metal",NA,NA,18.096,15.623,38.108,0.863,2.106,438,9.69,3.9435,"Murillo-Barroso et al., 2020","Ref.133",37.353888,-2.247296,"Archaeological",NA
"GDM.2960","GDM.2960","Cu metal",NA,NA,18.455,15.662,38.572,0.849,2.09,244,9.76,3.9644,"Murillo-Barroso et al., 2020","Ref.133",37.2678,-1.792331,"Archaeological",NA
"GDM.2961","GDM.2961","Cu metal",NA,NA,18.407,15.687,38.617,0.852,2.098,327,9.87,4.0294,"Murillo-Barroso et al., 2020","Ref.133",37.2678,-1.792331,"Archaeological",NA
"GDM.2962","GDM.2962","Cu metal",NA,NA,18.717,15.7,38.847,0.839,2.076,123,9.86,3.9475,"Murillo-Barroso et al., 2020","Ref.133",37.106054,-1.854406,"Archaeological",NA
"GDM.2005","GDM.2005","Hg mineral",NA,NA,18.653,15.659,38.728,0.839,2.076,90,9.71,3.9139,"Rodríguez et al., 2020","Ref.134",37.41,-6.058889,"Archaeological",NA
