"code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.0600","Galena","NIM","Pb-Zn",18.241,15.642,38.412,0.858,2.106,365,9.73,4.0174,"García de Madinabeitia, 2003","Ref.036",38.267701,-4.351465
"GDM.0601","Galena","NIM","Pb-Zn",18.187,15.612,38.319,0.858,2.107,349,9.63,3.9935,"García de Madinabeitia, 2003","Ref.036",38.267701,-4.351465
"GDM.0602","Galena","NIM","Pb-Zn",18.185,15.606,38.299,0.858,2.106,339,9.6,3.9818,"García de Madinabeitia, 2003","Ref.036",38.174654,-4.383144
"GDM.0603","Galena","NIM","Pb-Zn",18.196,15.613,38.328,0.858,2.106,344,9.63,3.9926,"García de Madinabeitia, 2003","Ref.036",38.729527,-4.4027
"GDM.0604","Galena","NIM","Pb-Zn",18.198,15.61,38.287,0.858,2.104,337,9.62,3.9677,"García de Madinabeitia, 2003","Ref.036",38.675655,-4.390451
"GDM.0605","Galena","NIM","Pb-Zn",18.194,15.615,38.308,0.858,2.106,350,9.64,3.9837,"García de Madinabeitia, 2003","Ref.036",38.265113,-4.493907
"GDM.0606","Galena","NIM","Pb-Zn",18.157,15.609,38.24,0.86,2.106,366,9.62,3.9699,"García de Madinabeitia, 2003","Ref.036",38.700456,-4.470327
"GDM.0607","Galena","NIM","Pb-Zn",18.207,15.625,38.332,0.858,2.105,359,9.67,3.9913,"García de Madinabeitia, 2003","Ref.036",38.779023,-4.465069
"GDM.0608","Galena","NIM","Pb-Zn",18.17,15.617,38.295,0.859,2.108,371,9.65,3.9939,"García de Madinabeitia, 2003","Ref.036",38.040759,-4.132283
"GDM.0609","Galena","NIM","Pb-Zn",18.217,15.619,38.29,0.857,2.102,340,9.65,3.9594,"García de Madinabeitia, 2003","Ref.036",38.813218,-4.12979
"GDM.0610","Galena","NIM","Pb-Zn",18.194,15.606,38.262,0.858,2.103,332,9.6,3.9553,"García de Madinabeitia, 2003","Ref.036",38.175872,-4.125844
"GDM.0611","Galena","NIM","Pb-Zn",18.17,15.606,38.263,0.859,2.106,351,9.61,3.9725,"García de Madinabeitia, 2003","Ref.036",38.932282,-4.122069
"GDM.0612","Galena","NIM","Pb-Zn",18.184,15.611,38.285,0.859,2.105,350,9.62,3.9766,"García de Madinabeitia, 2003","Ref.036",38.932282,-4.122069
"GDM.0613","Galena","NIM","Pb-Zn",18.168,15.601,38.248,0.859,2.105,343,9.59,3.9638,"García de Madinabeitia, 2003","Ref.036",38.857458,-4.041566
"GDM.0614","Galena","NIM","Pb-Zn",18.269,15.635,38.39,0.856,2.101,331,9.7,3.9837,"García de Madinabeitia, 2003","Ref.036",38.084841,-4.037476
"GDM.0615","Galena","NIM","Pb-Zn",18.213,15.62,38.338,0.858,2.105,345,9.65,3.9887,"García de Madinabeitia, 2003","Ref.036",38.136037,-4.021404
"GDM.0616","Galena","NIM","Pb-Zn",18.185,15.614,38.287,0.859,2.105,354,9.63,3.9781,"García de Madinabeitia, 2003","Ref.036",38.661832,-3.99046
"GDM.0617","Galena","NIM","Pb-Zn",18.204,15.61,38.276,0.858,2.103,333,9.61,3.9575,"García de Madinabeitia, 2003","Ref.036",38.194166,-3.99151
"GDM.0618","Galena","NIM","Pb-Zn",18.169,15.604,38.269,0.859,2.106,348,9.6,3.9757,"García de Madinabeitia, 2003","Ref.036",38.685614,-4.013675
"GDM.0619","Galena","NIM","Pb-Zn",18.159,15.614,38.272,0.86,2.108,374,9.64,3.9879,"García de Madinabeitia, 2003","Ref.036",38.013884,-3.922318
"GDM.0620","Galena","NIM","Pb-Zn",18.236,15.617,38.328,0.856,2.102,322,9.63,3.9664,"García de Madinabeitia, 2003","Ref.036",38.056607,-3.929137
"GDM.0621","Galena","NIM","Pb-Zn",18.156,15.611,38.264,0.86,2.108,371,9.63,3.9845,"García de Madinabeitia, 2003","Ref.036",38.371298,-4.172977
"GDM.0622","Galena","NIM","Pb-Zn",18.181,15.631,38.359,0.86,2.11,389,9.7,4.0264,"García de Madinabeitia, 2003","Ref.036",38.276398,-3.81855
"GDM.0623","Silicate","NIM",NA,18.791,15.679,39.51,0.834,2.103,26,9.76,4.2231,"García de Madinabeitia, 2003","Ref.036",38.75422,-5.649039
"GDM.0624","Silicate","NIM",NA,18.456,15.623,38.185,0.847,2.069,167,9.61,3.747,"García de Madinabeitia, 2003","Ref.036",38.683599,-5.581457
"GDM.0625","Silicate","NIM",NA,18.365,15.654,38.302,0.852,2.086,296,9.75,3.8783,"García de Madinabeitia, 2003","Ref.036",38.596769,-5.370917
"GDM.0626","Silicate","NIM",NA,18.312,15.627,38.161,0.853,2.084,284,9.66,3.8285,"García de Madinabeitia, 2003","Ref.036",38.92207,-5.755252
"GDM.0627","Silicate","NIM",NA,18.336,15.625,38.167,0.852,2.082,262,9.64,3.8153,"García de Madinabeitia, 2003","Ref.036",38.868331,-5.644237
"GDM.0628","Silicate","NIM",NA,18.784,15.631,39.391,0.832,2.097,-67,9.58,4.1497,"García de Madinabeitia, 2003","Ref.036",38.50868,-4.781258
"GDM.0629","Silicate","NIM",NA,18.371,15.64,38.295,0.851,2.085,265,9.69,3.8658,"García de Madinabeitia, 2003","Ref.036",38.481031,-4.686232
"GDM.0630","Silicate","NIM",NA,18.403,15.64,38.202,0.85,2.076,241,9.69,3.7956,"García de Madinabeitia, 2003","Ref.036",38.481031,-4.686232
"GDM.0631","Silicate","NIM",NA,18.392,15.668,38.263,0.852,2.08,302,9.8,3.8446,"García de Madinabeitia, 2003","Ref.036",38.592321,-4.886548
"GDM.0632","Galena","NIM",NA,18.384,15.67,38.544,0.852,2.097,311,9.81,3.9998,"Medina et al, 2003","Ref.037",41.59758,-8.470002
"GDM.0633","Galena","NIM",NA,18.248,15.617,38.151,0.856,2.091,312,9.63,3.8617,"Medina et al, 2003","Ref.037",41.462965,-7.864243
"GDM.0634","Galena","NIM",NA,18.594,15.636,38.347,0.841,2.062,89,9.63,3.7486,"Medina et al, 2003","Ref.037",41.468268,-7.581782
"GDM.0635","Galena","NIM",NA,18.352,15.666,38.566,0.854,2.101,329,9.8,4.0325,"Medina et al, 2003","Ref.037",41.907591,-6.739689
"GDM.0636","Galena","NIM",NA,18.34,15.667,38.371,0.854,2.092,339,9.81,3.937,"Medina et al, 2003","Ref.037",41.907591,-6.739689
"GDM.0637","Galena","NIM",NA,18.38,15.677,38.547,0.853,2.097,328,9.84,4.0069,"Medina et al, 2003","Ref.037",41.279758,-6.583378
"GDM.0638","Galena","NIM",NA,18.446,15.699,38.646,0.851,2.095,321,9.91,4.0227,"Medina et al, 2003","Ref.037",41.296477,-6.900932
"GDM.0639","Galena","NIM",NA,18.597,15.679,38.719,0.843,2.082,171,9.8,3.9531,"Medina et al, 2003","Ref.037",41.171758,-6.781018
"GDM.0640","Galena","NIM",NA,18.423,15.681,38.611,0.851,2.096,304,9.85,4.0131,"Medina et al, 2003","Ref.037",41.170876,-7.682163
"GDM.0641","Galena","NIM",NA,18.405,15.686,38.574,0.852,2.096,326,9.87,4.0072,"Medina et al, 2003","Ref.037",41.14658,-7.60524
"GDM.0642","Galena","NIM",NA,18.375,15.681,38.563,0.853,2.099,338,9.85,4.02,"Medina et al, 2003","Ref.037",41.097392,-7.456072
"GDM.0643","Galena","NIM",NA,18.395,15.646,38.471,0.851,2.091,258,9.71,3.9452,"Medina et al, 2003","Ref.037",41.032952,-8.324251
"GDM.0644","Galena","NIM",NA,18.553,15.741,38.793,0.848,2.091,320,10.05,4.0421,"Medina et al, 2003","Ref.037",40.663725,-8.313561
"GDM.0645","Galena","NIM",NA,18.402,15.676,38.546,0.852,2.095,309,9.83,3.9909,"Medina et al, 2003","Ref.037",41.540519,-8.46039
"GDM.0646","Galena","NIM",NA,18.401,15.667,38.509,0.851,2.093,293,9.79,3.9691,"Medina et al, 2003","Ref.037",41.540519,-8.46039
"GDM.0647","Galena","NIM",NA,18.421,15.681,38.546,0.851,2.093,305,9.84,3.9802,"Medina et al, 2003","Ref.037",41.540519,-8.46039
"GDM.0648","Galena","NIM",NA,18.432,15.647,38.398,0.849,2.083,232,9.71,3.8824,"Medina et al, 2003","Ref.037",40.00839,-7.309695
"GDM.0649","Galena","NIM",NA,18.424,15.675,38.435,0.851,2.086,292,9.82,3.9172,"Medina et al, 2003","Ref.037",39.838304,-6.971048
"GDM.0650","Galena","NIM",NA,18.448,15.698,38.601,0.851,2.092,318,9.91,3.9974,"Medina et al, 2003","Ref.037",41.540519,-8.46039
"GDM.0651","Galena","NIM",NA,18.38,15.674,38.534,0.853,2.097,322,9.83,3.9992,"Medina et al, 2003","Ref.037",41.540519,-8.46039
"GDM.0652","Galena","NIM",NA,18.357,15.643,38.427,0.852,2.093,281,9.71,3.9466,"Medina et al, 2003","Ref.037",41.540519,-8.46039
"GDM.0653","Galena","NIM",NA,18.329,15.612,38.337,0.852,2.092,242,9.59,3.9064,"Medina et al, 2003","Ref.037",40.133666,-8.301109
"GDM.0654","Galena","NIM",NA,18.304,15.634,38.382,0.854,2.097,304,9.69,3.9556,"Medina et al, 2003","Ref.037",41.540519,-8.46039
"GDM.0655","Galena","OMZ",NA,18.177,15.641,38.408,0.86,2.113,411,9.75,4.0596,"Medina et al, 2003","Ref.037",39.03217,-7.236221
"GDM.0656","Galena","OMZ",NA,18.207,15.643,38.404,0.859,2.109,392,9.75,4.0371,"Medina et al, 2003","Ref.037",38.112827,-7.719321
"GDM.0657","Galena","SPZ",NA,18.376,15.614,38.237,0.85,2.081,209,9.59,3.8226,"Medina et al, 2003","Ref.037",37.568639,-7.931569
"GDM.0658","Galena","BCB","Pb-Zn",18.714,15.668,38.721,0.837,2.069,62,9.73,3.8744,"Velasco et al., 2003","Ref.038",43.34444,-4.08556
"GDM.0659","Galena","BCB","Pb-Zn",18.714,15.665,38.711,0.837,2.069,56,9.72,3.8683,"Velasco et al., 2003","Ref.038",43.34444,-4.08556
"GDM.0660","Galena","BCB","Pb-Zn",18.742,15.673,38.73,0.836,2.066,51,9.75,3.863,"Velasco et al., 2003","Ref.038",43.34444,-4.08556
"GDM.0661","Galena","BCB","Pb-Zn",18.728,15.68,38.748,0.837,2.069,75,9.78,3.8834,"Velasco et al., 2003","Ref.038",43.34444,-4.08556
"GDM.0662","Galena","BCB","Pb-Zn",18.763,15.685,38.75,0.836,2.065,59,9.79,3.864,"Velasco et al., 2003","Ref.038",43.34444,-4.08556
"GDM.0663","Galena","BCB","Pb-Zn",18.752,15.678,38.75,0.836,2.066,53,9.76,3.8685,"Velasco et al., 2003","Ref.038",43.34444,-4.08556
"GDM.0664","Zn mineral","SPZ","Cu-Zn",17.707,15.539,37.808,0.878,2.135,575,9.46,4.0211,"Tornos & Chiaradia, 2004","Ref.040",37.891838,-6.483983
"GDM.0665","Zn mineral","SPZ","Cu-Zn",17.684,15.509,37.714,0.877,2.133,537,9.34,3.9718,"Tornos & Chiaradia, 2004","Ref.040",37.891838,-6.483983
"GDM.0666","Fe mineral","SPZ","Cu-Zn",17.511,15.492,37.477,0.885,2.14,639,9.33,3.9513,"Tornos & Chiaradia, 2004","Ref.040",37.891838,-6.483983
"GDM.0667","Zn mineral","OMZ","Cu-Zn",17.874,15.633,37.641,0.875,2.106,620,9.8,3.8347,"Tornos & Chiaradia, 2004","Ref.040",38.661302,-6.108146
"GDM.0668","Zn mineral","OMZ","Cu-Zn",17.856,15.622,37.608,0.875,2.106,613,9.76,3.8245,"Tornos & Chiaradia, 2004","Ref.040",38.661302,-6.108146
"GDM.0669","Galena","OMZ","Cu-Zn",17.747,15.542,37.449,0.876,2.11,551,9.46,3.7809,"Tornos & Chiaradia, 2004","Ref.040",38.661302,-6.108146
"GDM.0670","Galena","SPZ","Cu-Zn",17.555,15.543,37.778,0.885,2.152,698,9.53,4.1197,"Tornos & Chiaradia, 2004","Ref.040",37.918507,-6.665262
"GDM.0671","Galena","SPZ","Cu-Zn",17.517,15.5,37.634,0.885,2.148,649,9.36,4.0459,"Tornos & Chiaradia, 2004","Ref.040",37.918507,-6.665262
"GDM.0672","Galena","SPZ","Cu-Zn",17.551,15.546,37.785,0.886,2.153,706,9.54,4.1281,"Tornos & Chiaradia, 2004","Ref.040",37.918507,-6.665262
"GDM.0673","Galena","OMZ","Pb",17.568,15.51,37.698,0.883,2.146,628,9.38,4.0494,"Tornos & Chiaradia, 2004","Ref.040",38.363117,-6.217835
"GDM.0674","Galena","OMZ","Pb",17.577,15.512,37.712,0.883,2.146,625,9.39,4.0518,"Tornos & Chiaradia, 2004","Ref.040",38.363117,-6.217835
"GDM.0675","Zn mineral","OMZ","Zn",17.767,15.646,38.249,0.881,2.153,720,9.89,4.2742,"Tornos & Chiaradia, 2004","Ref.040",38.257424,-5.607526
"GDM.0676","Zn mineral","OMZ","Zn",17.805,15.666,38.312,0.88,2.152,727,9.96,4.2888,"Tornos & Chiaradia, 2004","Ref.040",38.257424,-5.607526
"GDM.0677","Galena","OMZ","Cu-Zn",17.95,15.57,38.181,0.867,2.127,449,9.52,4.0702,"Tornos & Chiaradia, 2004","Ref.040",38.02179,-5.189735
"GDM.0678","Fe mineral","OMZ","Cu-Zn",17.931,15.554,38.031,0.867,2.121,433,9.46,3.9927,"Tornos & Chiaradia, 2004","Ref.040",38.02179,-5.189735
"GDM.0679","Cu mineral","OMZ","Cu-Zn",17.959,15.561,38.079,0.866,2.12,425,9.48,4.0024,"Tornos & Chiaradia, 2004","Ref.040",38.02179,-5.189735
"GDM.0680","Galena","OMZ","Cu-Zn",17.927,15.542,38.095,0.867,2.125,413,9.41,4.0278,"Tornos & Chiaradia, 2004","Ref.040",38.02179,-5.189735
"GDM.0681","Cu mineral","OMZ","Cu-Zn",18.073,15.588,38.251,0.863,2.116,390,9.56,4.0275,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789
"GDM.0682","Cu mineral","OMZ","Cu-Zn",18.046,15.554,38.148,0.862,2.114,345,9.43,3.9769,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789
"GDM.0683","Galena","OMZ","Cu-Zn",18.147,15.553,38.245,0.857,2.108,265,9.4,3.9596,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789
"GDM.0684","Galena","OMZ","Cu-Zn",18.123,15.556,38.253,0.858,2.111,290,9.42,3.9818,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789
"GDM.0685","Galena","OMZ","Cu-Zn",18.097,15.531,38.134,0.858,2.107,260,9.33,3.9251,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789
"GDM.0686","Pb mineral","OMZ","Fe",18.132,15.562,38.234,0.858,2.109,295,9.44,3.9672,"Tornos & Chiaradia, 2004","Ref.040",38.299965,-6.738941
"GDM.0687","Pb mineral","OMZ","Cu-Ni",17.935,15.602,38.232,0.87,2.132,519,9.65,4.1217,"Tornos & Chiaradia, 2004","Ref.040",37.952225,-6.349367
"GDM.0688","Pb mineral","OMZ","Cu-Ni",18.054,15.576,38.252,0.863,2.119,381,9.52,4.0373,"Tornos & Chiaradia, 2004","Ref.040",37.952225,-6.349367
"GDM.0689","Cu mineral","OMZ","Cu-Zn",18.269,15.605,38.387,0.854,2.101,274,9.58,3.9714,"Tornos & Chiaradia, 2004","Ref.040",37.952225,-6.349367
"GDM.0690","Cu mineral","OMZ","Cu-Zn",18.425,15.645,38.615,0.849,2.096,234,9.7,4.0012,"Tornos & Chiaradia, 2004","Ref.040",37.952225,-6.349367
"GDM.0691","Cu mineral","OMZ","Cu-Zn",18.296,15.617,38.534,0.854,2.106,277,9.62,4.0364,"Tornos & Chiaradia, 2004","Ref.040",37.964019,-6.190952
"GDM.0692","Galena","OMZ","Cu-Zn",18.438,15.627,38.782,0.848,2.103,189,9.63,4.0738,"Tornos & Chiaradia, 2004","Ref.040",37.964019,-6.190952
"GDM.0693","Galena","OMZ","Pb-Zn",17.965,15.654,38.434,0.871,2.139,590,9.86,4.2333,"Tornos & Chiaradia, 2004","Ref.040",38.650766,-6.171889
"GDM.0694","W mineral","OMZ","Pb",18.317,15.589,38.463,0.851,2.1,206,9.51,3.9737,"Tornos & Chiaradia, 2004","Ref.040",38.809867,-6.218589
"GDM.0695","W mineral","OMZ","Pb",18.278,15.587,38.404,0.853,2.101,232,9.51,3.968,"Tornos & Chiaradia, 2004","Ref.040",38.809867,-6.218589
"GDM.0696","Fe mineral","OMZ","Zn",18.398,15.632,38.46,0.85,2.09,229,9.66,3.9328,"Tornos & Chiaradia, 2004","Ref.040",38.214982,-5.06609
"GDM.0697","Fe mineral","OMZ","Mn",18.202,15.63,38.513,0.859,2.116,372,9.69,4.0957,"Tornos & Chiaradia, 2004","Ref.040",38.257893,-5.315086
"GDM.0698","Cu mineral","OMZ","Mn",18.176,15.634,38.485,0.86,2.117,399,9.72,4.1003,"Tornos & Chiaradia, 2004","Ref.040",38.257893,-5.315086
"GDM.0699","Galena","OMZ","Pb-Zn",18.216,15.55,38.172,0.854,2.096,206,9.37,3.8713,"Tornos & Chiaradia, 2004","Ref.040",38.622077,-6.640634
"GDM.0700","Galena","OMZ","Pb-Zn",18.229,15.567,38.229,0.854,2.097,230,9.44,3.8996,"Tornos & Chiaradia, 2004","Ref.040",38.622077,-6.640634
"GDM.0701","Galena","OMZ","Pb-Zn",18.166,15.571,38.203,0.857,2.103,286,9.47,3.9299,"Tornos & Chiaradia, 2004","Ref.040",38.622077,-6.640634
"GDM.0702","Galena","OMZ","Pb-Zn",18.146,15.546,38.125,0.857,2.101,252,9.37,3.8918,"Tornos & Chiaradia, 2004","Ref.040",38.622077,-6.640634
"GDM.0703","Galena","OMZ","Pb-Zn",18.159,15.611,38.407,0.86,2.115,368,9.63,4.0612,"Tornos & Chiaradia, 2004","Ref.040",38.577927,-6.201752
"GDM.0704","Galena","OMZ","Pb-Zn",18.158,15.607,38.395,0.86,2.114,361,9.61,4.0539,"Tornos & Chiaradia, 2004","Ref.040",38.577927,-6.201752
"GDM.0705","Galena","OMZ","Pb-Zn",18.136,15.578,38.3,0.859,2.112,323,9.5,4.0066,"Tornos & Chiaradia, 2004","Ref.040",38.577927,-6.201752
"GDM.0706","Galena","OMZ","Pb-Zn",18.2,15.596,38.43,0.857,2.112,309,9.56,4.0395,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014
"GDM.0707","Galena","OMZ","Pb-Zn",18.209,15.606,38.459,0.857,2.112,321,9.6,4.0526,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014
"GDM.0708","Galena","NIM","Cu-Zn",18.201,15.616,38.443,0.858,2.112,346,9.64,4.0531,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014
"GDM.0709","Galena","NIM","Cu-Zn",18.241,15.62,38.465,0.856,2.109,324,9.64,4.0385,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014
"GDM.0710","Galena","NIM","Cu-Zn",18.456,15.639,38.752,0.847,2.1,199,9.67,4.0501,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014
"GDM.0711","Galena","NIM","Cu-Zn",18.471,15.654,38.798,0.847,2.1,217,9.73,4.0695,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014
"GDM.0712","Galena","NIM","Cu-Zn",18.456,15.65,38.698,0.848,2.097,220,9.71,4.0257,"Tornos & Chiaradia, 2004","Ref.040",41.078003,-3.011439
"GDM.0713","Whole rock","OMZ",NA,18.054,15.529,37.874,0.86,2.098,290,9.33,3.8095,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014
"GDM.0714","Whole rock","OMZ",NA,18.371,15.586,38.12,0.848,2.075,159,9.48,3.7541,"Tornos & Chiaradia, 2004","Ref.040",38.379372,-6.604602
"GDM.0715","Whole rock","OMZ",NA,18.343,15.585,38.072,0.85,2.076,178,9.48,3.7463,"Tornos & Chiaradia, 2004","Ref.040",38.379372,-6.604602
"GDM.0716","Whole rock","OMZ",NA,18.205,15.555,37.956,0.854,2.085,225,9.4,3.7631,"Tornos & Chiaradia, 2004","Ref.040",38.337562,-6.69103
"GDM.0717","Hg mineral","NIM","Hg",18.266,15.641,38.531,0.856,2.109,345,9.72,4.0643,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0718","unk","NIM","Hg",18.132,15.653,38.684,0.863,2.133,466,9.81,4.2492,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0719","unk","NIM","Hg",18.399,15.68,38.667,0.852,2.102,320,9.85,4.059,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0720","unk","NIM","Hg",18.326,15.654,38.543,0.854,2.103,325,9.76,4.0338,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0721","unk","NIM","Hg",18.429,15.705,38.73,0.852,2.102,344,9.94,4.0806,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0722","unk","NIM","Hg",18.346,15.635,38.555,0.852,2.102,274,9.68,4.0197,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0723","unk","NIM","Hg",18.37,15.686,38.714,0.854,2.107,352,9.88,4.1063,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0724","unk","NIM","Hg",18.409,15.675,38.757,0.851,2.105,303,9.82,4.0982,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0725","unk","NIM","Hg",18.324,15.675,38.654,0.855,2.109,365,9.84,4.1023,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0726","unk","NIM","Hg",18.342,15.662,38.55,0.854,2.102,328,9.79,4.0293,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0727","Hg mineral","NIM","Hg",18.357,15.663,38.577,0.853,2.101,319,9.79,4.0338,"Higueras et al., 2005","Ref.041",38.727734,-4.666547
"GDM.0728","Hg mineral","NIM","Hg",18.112,15.663,38.643,0.865,2.134,499,9.85,4.2448,"Higueras et al., 2005","Ref.041",38.813623,-4.762593
"GDM.0729","Hg mineral","NIM","Hg",18.46,15.681,38.826,0.849,2.103,277,9.84,4.1015,"Higueras et al., 2005","Ref.041",38.775271,-4.849131
"GDM.0730","Whole rock","NIM",NA,19.364,15.768,39.488,0.814,2.039,-221,10,3.8796,"Higueras et al., 2005","Ref.041",38.775271,-4.849131
"GDM.0731","Whole rock","NIM",NA,19.266,15.72,39.419,0.816,2.046,-248,9.84,3.8887,"Higueras et al., 2005","Ref.041",38.775271,-4.849131
"GDM.0732","Whole rock","NIM",NA,19.039,15.794,39.369,0.83,2.068,69,10.16,4.0328,"Higueras et al., 2005","Ref.041",38.775271,-4.849131
"GDM.0733","Whole rock","NIM",NA,19.44,15.767,39.687,0.811,2.042,-280,9.99,3.9247,"Higueras et al., 2005","Ref.041",38.775271,-4.849131
"GDM.0734","Whole rock","NIM",NA,19.977,15.763,40.236,0.789,2.014,-701,9.92,3.8504,"Higueras et al., 2005","Ref.041",38.775271,-4.849131
"GDM.1096","Cu mineral","NIM",NA,18.776,15.63,38.643,0.832,2.058,-63,9.58,3.7827,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1097","Cu mineral","NIM",NA,18.832,15.668,38.816,0.832,2.061,-27,9.71,3.8475,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1098","Cu mineral","NIM",NA,18.63,15.665,38.71,0.841,2.078,119,9.74,3.9218,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1099","Cu mineral","NIM",NA,18.816,15.662,38.77,0.832,2.061,-27,9.69,3.8325,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1100","Cu mineral","NIM",NA,18.457,15.618,38.459,0.846,2.084,157,9.59,3.8882,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1101","Cu mineral","NIM",NA,18.518,15.633,38.514,0.844,2.08,140,9.64,3.8823,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1102","Galena","NIM",NA,18.291,15.622,38.355,0.854,2.097,290,9.64,3.9452,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1103","Galena","NIM",NA,18.297,15.612,38.32,0.853,2.094,266,9.6,3.9188,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1104","Galena","NIM",NA,18.314,15.645,38.432,0.854,2.099,317,9.73,3.9791,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1105","Galena","NIM",NA,18.288,15.633,38.402,0.855,2.1,313,9.69,3.9765,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1106","Cu mineral","NIM",NA,18.292,15.611,38.351,0.853,2.097,268,9.6,3.9385,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.1107","Galena","NIM",NA,18.305,15.631,38.387,0.854,2.097,297,9.67,3.9561,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877
"GDM.0735","Galena","NIM","Pb-Zn",18.317,15.552,38.248,0.849,2.088,131,9.36,3.8452,"Villaseca et al., 2005","Ref.043",39.739196,-4.114516
"GDM.0736","Galena","NIM","Pb-Zn",18.365,15.561,38.345,0.847,2.088,113,9.39,3.8684,"Villaseca et al., 2005","Ref.043",39.739196,-4.114516
"GDM.0737","Galena","NIM","Pb-Zn",18.335,15.556,38.298,0.848,2.089,126,9.37,3.8614,"Villaseca et al., 2005","Ref.043",39.739196,-4.114516
"GDM.2619","Sb mineral","OMZ","Sb",18.22,15.56,38.12,0.854,2.092,223,9.41,3.844,"Mateus et al., 2006","Ref.044",38.8417,-8.213517
"GDM.2620","Sb mineral","OMZ","Sb",18.19,15.59,38.24,0.857,2.102,305,9.54,3.9404,"Mateus et al., 2006","Ref.044",37.93392,-7.816441
"GDM.2621","Sb mineral","SPZ","Sb",18.21,15.61,38.3,0.857,2.103,328,9.61,3.9665,"Mateus et al., 2006","Ref.044",37.467392,-7.475994
"GDM.0758","Galena","OMZ","Pb-Zn",18.18,15.59,38.29,0.858,2.106,312,9.54,3.9747,"Santos Zalduegui et al., 2007","Ref.046",38.315,-5.834
"GDM.0759","Galena","OMZ","Pb-Zn",18.163,15.587,38.282,0.858,2.108,319,9.53,3.981,"Santos Zalduegui et al., 2007","Ref.046",38.315,-5.834
"GDM.0760","Galena","OMZ","Pb-Zn",18.14,15.58,38.26,0.859,2.109,323,9.51,3.9824,"Santos Zalduegui et al., 2007","Ref.046",38.315,-5.834
"GDM.0761","Galena","OMZ","Pb-Zn",18.184,15.612,38.365,0.859,2.11,351,9.63,4.0208,"Santos Zalduegui et al., 2007","Ref.046",38.315,-5.834
"GDM.0762","Galena","OMZ","Pb-Zn",18.21,15.625,38.394,0.858,2.108,357,9.67,4.0232,"Santos Zalduegui et al., 2007","Ref.046",38.315,-5.834
"GDM.0763","Galena","OMZ","Pb-Zn",18.172,15.595,38.331,0.858,2.109,328,9.56,4.0045,"Santos Zalduegui et al., 2007","Ref.046",38.315,-5.834
"GDM.0764","Galena","OMZ","Pb-Zn",18.174,15.602,38.346,0.858,2.11,340,9.59,4.0139,"Santos Zalduegui et al., 2007","Ref.046",38.271,-5.702
"GDM.0765","Galena","OMZ","Pb-Zn",18.153,15.597,38.328,0.859,2.111,346,9.57,4.0169,"Santos Zalduegui et al., 2007","Ref.046",38.302,-5.558
"GDM.0766","Galena","OMZ","Pb-Zn",18.152,15.595,38.322,0.859,2.111,343,9.57,4.0136,"Santos Zalduegui et al., 2007","Ref.046",38.302,-5.558
