"code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.0838","Cu mineral","NIM","Cu",18.261,15.616,38.372,0.855,2.101,300,9.62,3.9729,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0839","Cu mineral","NIM","Cu",18.706,15.652,38.617,0.837,2.064,37,9.67,3.8216,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0840","Cu mineral","NIM","Cu",19.713,15.715,38.54,0.797,1.955,-605,9.77,3.2497,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0841","Cu mineral","NIM","Cu",19.107,15.672,38.58,0.82,2.019,-230,9.68,3.5712,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0842","Cu mineral","NIM","Cu",18.876,15.658,38.651,0.83,2.048,-82,9.66,3.7356,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0843","Cu mineral","NIM","Cu",18.45,15.633,38.512,0.847,2.087,192,9.65,3.9261,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0844","Cu mineral","NIM","Cu",18.442,15.641,38.599,0.848,2.093,214,9.68,3.9799,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0845","Cu mineral","NIM","Cu",18.448,15.643,38.616,0.848,2.093,213,9.69,3.9858,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0846","Cu mineral","NIM","Cu",18.564,15.648,38.671,0.843,2.083,135,9.68,3.9387,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0847","Cu mineral","NIM","Cu",18.584,15.651,38.683,0.842,2.082,125,9.69,3.9327,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0848","Cu mineral","NIM","Cu",18.534,15.643,38.568,0.844,2.081,149,9.67,3.9036,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0849","Cu mineral","NIM","Cu",18.465,15.635,38.47,0.847,2.083,183,9.65,3.8943,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0850","Cu mineral","NIM","Cu",18.491,15.635,38.558,0.846,2.085,164,9.65,3.9235,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0851","Cu mineral","NIM","Cu",18.572,15.644,38.592,0.842,2.078,121,9.67,3.8911,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0852","Cu mineral","NIM","Cu",18.456,15.635,38.567,0.847,2.09,192,9.66,3.9515,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0853","Cu mineral","NIM","Cu",18.724,15.619,38.845,0.834,2.075,-45,9.54,3.9123,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0854","Cu mineral","NIM","Cu",18.555,15.641,38.588,0.843,2.08,128,9.66,3.8995,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0855","Cu mineral","NIM","Cu",18.362,15.612,38.348,0.85,2.088,217,9.58,3.8899,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0856","Cu mineral","NIM","Cu",18.452,15.634,38.555,0.847,2.089,191,9.65,3.9471,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0857","Cu mineral","NIM","Cu",18.491,15.635,38.598,0.846,2.087,166,9.65,3.9448,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0858","Cu mineral","NIM","Cu",18.538,15.64,38.637,0.844,2.084,138,9.66,3.9357,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0859","Cu mineral","NIM","Cu",18.166,15.598,38.291,0.859,2.108,339,9.58,3.9881,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0860","Cu mineral","NIM","Cu",18.771,15.641,38.519,0.833,2.052,-37,9.62,3.7282,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0861","Cu mineral","NIM","Cu",18.526,15.643,38.685,0.844,2.088,154,9.67,3.9693,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0862","Cu mineral","NIM","Cu",18.421,15.634,38.532,0.849,2.092,214,9.66,3.9556,"Klein et al., 2009","Ref.052",38.338,-4.503
"GDM.0863","Cu mineral","NIM","Cu",18.485,15.644,38.644,0.846,2.091,187,9.69,3.9756,"Klein et al., 2009","Ref.052",38.153,-4.219
"GDM.0864","Cu mineral","NIM","Cu",19.225,15.684,39.01,0.816,2.029,-294,9.71,3.7095,"Klein et al., 2009","Ref.052",38.153,-4.219
"GDM.0865","Cu mineral","NIM","Cu",19.251,15.68,39.008,0.814,2.026,-324,9.69,3.6922,"Klein et al., 2009","Ref.052",38.153,-4.219
"GDM.0866","Cu mineral","NIM","Cu",18.386,15.635,38.531,0.85,2.096,244,9.67,3.9797,"Klein et al., 2009","Ref.052",38.153,-4.219
"GDM.0867","Cu mineral","NIM","Cu",18.472,15.639,38.526,0.847,2.086,186,9.67,3.9203,"Klein et al., 2009","Ref.052",38.153,-4.219
"GDM.0868","Cu mineral","NIM","Cu",18.177,15.603,38.308,0.858,2.108,340,9.59,3.9915,"Klein et al., 2009","Ref.052",38.588,-5.304
"GDM.0869","Cu mineral","NIM","Cu",19.126,15.67,38.69,0.819,2.023,-249,9.67,3.6112,"Klein et al., 2009","Ref.052",38.588,-5.304
"GDM.0870","Cu mineral","NIM","Cu",18.322,15.638,38.39,0.854,2.095,298,9.7,3.949,"Klein et al., 2009","Ref.052",38.588,-5.304
"GDM.0871","Cu mineral","NIM","Cu",18.247,15.613,38.361,0.856,2.102,307,9.62,3.9756,"Klein et al., 2009","Ref.052",38.588,-5.304
"GDM.0872","Cu mineral","NIM","Cu",18.22,15.607,38.328,0.857,2.104,314,9.6,3.9736,"Klein et al., 2009","Ref.052",38.588,-5.304
"GDM.0873","Cu mineral","NIM","Cu",18.197,15.609,38.317,0.858,2.106,337,9.61,3.9845,"Klein et al., 2009","Ref.052",38.588,-5.304
"GDM.0874","Cu mineral","NIM","Cu",18.242,15.613,38.341,0.856,2.102,309,9.61,3.9676,"Klein et al., 2009","Ref.052",38.183,-3.603
"GDM.0875","Cu mineral","BC","Cu",18.759,15.672,39.082,0.835,2.083,36,9.74,4.0283,"Klein et al., 2009","Ref.052",37.61911,-0.714932
"GDM.0876","Cu mineral","BC","Cu",19.309,15.703,38.965,0.813,2.018,-318,9.77,3.6473,"Klein et al., 2009","Ref.052",37.336721,-2.447924
"GDM.0877","Cu mineral","NIM","Cu",18.836,15.7,38.538,0.834,2.046,35,9.83,3.7187,"Klein et al., 2009","Ref.052",42.964194,-5.60929
"GDM.0878","Galena","CCR","Pb",18.539,15.685,38.895,0.846,2.098,227,9.84,4.0851,"Montero-Ruiz et al., 2009a","Ref.053",41.951077,2.553871
"GDM.0879","Galena","CCR","Pb",18.329,15.671,38.498,0.855,2.1,354,9.83,4.0132,"Montero-Ruiz et al., 2009a","Ref.053",41.939713,2.628453
"GDM.0880","Galena","CCR","Pb",18.444,15.68,38.694,0.85,2.098,287,9.84,4.0427,"Montero-Ruiz et al., 2009a","Ref.053",41.951077,2.553871
"GDM.0881","Galena","CCR","Pb",18.54,15.685,38.892,0.846,2.098,226,9.84,4.0825,"Montero-Ruiz et al., 2009a","Ref.053",41.951077,2.553871
"GDM.0882","Galena","CCR","Pb",18.482,15.692,38.765,0.849,2.097,281,9.88,4.0583,"Montero-Ruiz et al., 2009a","Ref.053",41.907536,3.151803
"GDM.0883","Galena","CCR","Pb",18.478,15.682,38.735,0.849,2.096,266,9.84,4.0421,"Montero-Ruiz et al., 2009a","Ref.053",41.907536,3.151803
"GDM.0884","Galena","CCR","Pb",18.517,15.682,38.834,0.85,2.097,237,9.83,4.0671,"Montero-Ruiz et al., 2009a","Ref.053",41.854785,3.125622
"GDM.0885","Galena","CCR","Pb",18.516,15.687,38.851,0.847,2.098,246,9.84,4.0785,"Montero-Ruiz et al., 2009a","Ref.053",41.854785,3.125622
"GDM.0886","Galena","CCR","Pb",18.521,15.685,38.83,0.847,2.097,240,9.84,4.0633,"Montero-Ruiz et al., 2009a","Ref.053",41.854785,3.125622
"GDM.0994","Galena","BC","Pb",18.802,15.682,39.045,0.834,2.077,24,9.77,3.9851,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",37.170106,-1.95803
"GDM.0995","Cu mineral","BC","Pb",18.81,15.678,39.032,0.833,2.075,10,9.75,3.9721,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",37.170106,-1.95803
"GDM.0996","Cu mineral","BC","Pb",18.823,15.682,39.05,0.833,2.075,8,9.77,3.9743,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",37.170106,-1.95803
"GDM.0997","Galena","BC","Pb",18.329,15.659,38.495,0.854,2.1,332,9.78,4.0075,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",36.951676,-2.510098
"GDM.0998","Galena","BC","Pb",18.342,15.671,38.538,0.854,2.101,345,9.82,4.0262,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",36.951676,-2.510098
"GDM.0999","Galena","BC","Pb",18.337,15.667,38.525,0.854,2.101,341,9.81,4.0208,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",36.951676,-2.510098
"GDM.1000","Galena","BC","Pb",18.324,15.653,38.475,0.854,2.1,324,9.76,3.9983,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",36.951676,-2.510098
"GDM.1001","Cu mineral","BC","Pb",18.741,15.706,38.868,0.838,2.074,117,9.87,3.9447,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",36.975822,-2.966419
"GDM.1002","Cu mineral","BC","Pb",18.726,15.667,38.732,0.837,2.068,51,9.73,3.8718,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",36.975822,-2.966419
"GDM.1003","Galena","BC","Pb",18.742,15.688,39.051,0.837,2.084,81,9.8,4.0297,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",37.461569,-1.595809
"GDM.1004","Galena","BC","Pb",18.753,15.7,39.102,0.837,2.085,96,9.85,4.0525,"Montero-Ruiz & Murillo-Barroso, 2010","Ref.061",37.461569,-1.595809
"GDM.1056","Galena","NIM","Pb-Zn",18.547,15.768,39.076,0.85,2.107,373,10.16,4.2033,"Subías et al., 2010","Ref.066",40.949507,-0.950775
"GDM.1057","Galena","NIM","Pb-Zn",18.489,15.705,38.858,0.849,2.102,300,9.92,4.107,"Subías et al., 2010","Ref.066",40.949507,-0.950775
"GDM.1058","Galena","NIM","Pb-Zn",18.351,15.736,38.806,0.858,2.115,456,10.08,4.1865,"Subías et al., 2010","Ref.066",40.949507,-0.950775
"GDM.1059","Galena","NIM","Pb-Zn",18.45,15.71,38.846,0.851,2.105,338,9.95,4.1293,"Subías et al., 2010","Ref.066",40.949507,-0.950775
"GDM.1060","Galena","NIM","Pb-Zn",18.414,15.757,38.908,0.856,2.113,448,10.15,4.2039,"Subías et al., 2010","Ref.066",41.65951,-1.716348
"GDM.1061","Galena","NIM","Pb-Zn",18.403,15.679,38.705,0.852,2.103,315,9.84,4.0761,"Subías et al., 2010","Ref.066",41.65951,-1.716348
"GDM.1062","Galena","NIM","Pb-Zn",18.391,15.724,38.802,0.855,2.11,406,10.02,4.152,"Subías et al., 2010","Ref.066",41.65951,-1.716348
"GDM.1063","Galena","NIM","Pb-Zn",18.397,15.723,38.79,0.855,2.108,400,10.02,4.141,"Subías et al., 2010","Ref.066",41.65951,-1.716348
"GDM.1064","Galena","NIM","Pb-Zn",18.413,15.702,38.752,0.853,2.105,350,9.93,4.1023,"Subías et al., 2010","Ref.066",41.091527,-1.124559
"GDM.1065","Galena","NIM","Pb-Zn",18.478,15.769,38.991,0.853,2.11,424,10.18,4.2072,"Subías et al., 2010","Ref.066",41.091527,-1.124559
"GDM.1066","Galena","NIM","Pb-Zn",18.377,15.7,38.76,0.854,2.109,373,9.93,4.1309,"Subías et al., 2010","Ref.066",41.68538,-1.572117
"GDM.1067","Galena","NIM","Pb-Zn",18.322,15.699,38.681,0.857,2.111,411,9.94,4.1267,"Subías et al., 2010","Ref.066",41.68538,-1.572117
"GDM.1068","Galena","NIM","Pb-Zn",18.321,15.702,38.608,0.857,2.107,417,9.95,4.089,"Subías et al., 2010","Ref.066",41.68538,-1.572117
"GDM.1069","Galena","NIM","Pb-Zn",18.267,15.708,38.529,0.86,2.109,467,9.99,4.0859,"Subías et al., 2010","Ref.066",41.134188,-1.070228
"GDM.1070","Galena","NIM","Pb-Zn",18.317,15.702,38.749,0.857,2.115,420,9.95,4.168,"Subías et al., 2010","Ref.066",41.134188,-1.070228
"GDM.1071","Galena","NIM","Pb-Zn",18.303,15.7,38.757,0.858,2.118,426,9.95,4.1816,"Subías et al., 2010","Ref.066",41.134188,-1.070228
"GDM.1072","Galena","NIM","Pb-Zn",18.277,15.737,38.611,0.861,2.113,511,10.11,4.1334,"Subías et al., 2010","Ref.066",41.113671,-1.091751
"GDM.1073","Galena","NIM","Pb-Zn",18.291,15.717,38.548,0.859,2.107,465,10.02,4.0825,"Subías et al., 2010","Ref.066",41.113671,-1.091751
"GDM.1074","Galena","NIM","Pb-Zn",18.295,15.724,38.567,0.859,2.108,475,10.05,4.0925,"Subías et al., 2010","Ref.066",41.113671,-1.091751
"GDM.1108","Hg mineral","BC","unk",18.206,15.614,38.38,0.858,2.108,337,9.63,4.0136,"Hunt-Ortiz et al., 2011","Ref.067",36.935755,-3.22677
"GDM.1109","Hg mineral","OMZ","unk",17.645,15.531,37.726,0.88,2.138,608,9.45,4.0155,"Hunt-Ortiz et al., 2011","Ref.067",38.352533,-6.157645
"GDM.1110","Hg mineral","OMZ","unk",17.566,15.525,37.654,0.884,2.144,657,9.45,4.0294,"Hunt-Ortiz et al., 2011","Ref.067",38.352533,-6.157645
"GDM.1111","Hg mineral","OMZ","unk",17.982,15.584,38.064,0.867,2.117,451,9.57,3.9856,"Hunt-Ortiz et al., 2011","Ref.067",38.352533,-6.157645
"GDM.1115","Galena","NIM","Pb-Zn",18.399,15.659,38.469,0.851,2.091,280,9.76,3.9465,"Marques de Sá &Noronha, 2011","Ref.068",40.734235,-8.400189
"GDM.1116","Galena","NIM","Pb-Zn",18.369,15.649,38.441,0.852,2.093,283,9.73,3.9482,"Marques de Sá &Noronha, 2011","Ref.068",40.734235,-8.400189
"GDM.1117","Galena","NIM","Pb-Zn",18.38,15.651,38.457,0.852,2.092,280,9.74,3.9501,"Marques de Sá &Noronha, 2011","Ref.068",40.734235,-8.400189
"GDM.1132","Galena","BC","Pb",18.712,15.678,38.91,0.838,2.079,84,9.77,3.9746,"Ramon et al., 2011","Ref.070",39.030154,1.566647
"GDM.1133","Galena","BC","Pb",18.741,15.757,39.184,0.841,2.091,214,10.07,4.1222,"Ramon et al., 2011","Ref.070",39.030154,1.566647
"GDM.1134","Galena","BC","Pb",18.739,15.721,39.066,0.839,2.085,147,9.93,4.0512,"Ramon et al., 2011","Ref.070",39.030154,1.566647
"GDM.1135","Galena","BC","Pb",18.706,15.686,38.946,0.839,2.082,103,9.8,3.9998,"Ramon et al., 2011","Ref.070",39.030154,1.566647
"GDM.1209","Cu mineral","NIM","Cu",19.413,15.756,38.71,0.812,1.994,-283,9.95,3.4923,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1210","Cu mineral","NIM","Cu",19.642,15.762,38.739,0.802,1.997,-443,9.95,3.3878,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1211","Cu mineral","NIM","Cu",19.575,16.127,40.008,0.824,2.044,294,11.35,4.1135,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1212","Cu mineral","NIM","Cu",18.948,15.722,38.702,0.83,2.043,-4,9.9,3.7401,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1213","Cu mineral","NIM","Cu",19.053,15.724,38.731,0.825,2.033,-79,9.89,3.6923,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1214","Cu mineral","NIM","Cu",19.048,15.727,38.771,0.826,2.035,-69,9.9,3.7155,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1215","Cu mineral","NIM","Cu",19.177,15.737,38.791,0.821,2.023,-146,9.91,3.6533,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1216","Cu mineral","NIM","Cu",19.349,16.122,40.068,0.833,2.071,429,11.38,4.2799,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1217","Cu mineral","NIM","Cu",19.085,15.731,38.782,0.824,2.032,-89,9.91,3.7,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1218","Cu mineral","NIM","Cu",18.968,15.728,38.762,0.829,2.043,-9,9.91,3.7583,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1219","Cu mineral","NIM","Cu",18.821,15.713,38.679,0.835,2.055,72,9.89,3.8026,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1220","Cu mineral","NIM","Cu",19.002,15.728,38.752,0.828,2.039,-33,9.91,3.7336,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1221","Cu mineral","NIM","Cu",20.348,15.817,38.772,0.777,1.905,-864,10.08,3.0867,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1222","Cu mineral","NIM","Cu",19.107,15.736,38.718,0.824,2.026,-94,9.92,3.659,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1223","Cu mineral","NIM","Cu",19.024,15.728,38.797,0.827,2.039,-49,9.91,3.7427,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1224","Cu mineral","NIM","Cu",19.856,15.772,38.776,0.794,1.953,-587,9.96,3.3004,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1225","Cu mineral","NIM","Cu",19.426,15.754,38.791,0.811,1.997,-298,9.94,3.5212,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1226","Cu mineral","NIM","Cu",19.023,15.727,38.794,0.827,2.039,-51,9.9,3.7409,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1227","Cu mineral","NIM","Cu",19.008,15.728,38.783,0.827,2.04,-37,9.91,3.7455,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.1228","Cu mineral","NIM","Cu",19.097,15.73,38.741,0.824,2.029,-99,9.9,3.6737,"Huelga-Suarez et al., 2012","Ref.074",43.25076,-5.948213
"GDM.2786","Galena","CCR","Pb",18.68,15.735,39.072,0.842,2.092,217,10,4.0987,"Montero-Ruiz et al., 2013","Ref.080",40.141317,0.09688
"GDM.2787","Galena","CCR","Pb",18.65,15.698,38.969,0.842,2.09,169,9.86,4.0529,"Montero-Ruiz et al., 2013","Ref.080",40.141317,0.09688
"GDM.2788","Galena","CCR","Pb",18.684,15.74,39.065,0.842,2.091,224,10.02,4.0942,"Montero-Ruiz et al., 2013","Ref.080",40.141317,0.09688
"GDM.2789","Galena","CCR","Pb",18.421,15.667,38.618,0.851,2.096,279,9.79,4.0134,"Montero-Ruiz et al., 2013","Ref.080",40.093719,0.086327
"GDM.2790","Galena","CCR","Pb",18.419,15.666,38.615,0.851,2.096,278,9.79,4.0128,"Montero-Ruiz et al., 2013","Ref.080",40.093719,0.086327
"GDM.2791","Galena","CCR","Pb",18.416,15.673,38.63,0.851,2.098,294,9.81,4.0253,"Montero-Ruiz et al., 2013","Ref.080",40.093719,0.086327
"GDM.2792","Galena","CCR","Pb",18.596,15.684,38.78,0.843,2.085,182,9.82,3.9868,"Montero-Ruiz et al., 2013","Ref.080",40.073238,0.030254
"GDM.2793","Galena","CCR","Pb",18.596,15.686,38.771,0.844,2.085,186,9.83,3.9828,"Montero-Ruiz et al., 2013","Ref.080",40.073238,0.030254
"GDM.2794","Galena","CCR","Pb",18.322,15.686,38.556,0.856,2.104,387,9.89,4.0547,"Montero-Ruiz et al., 2013","Ref.080",40.048111,-0.062755
"GDM.2795","Ore mix","CCR","Pb",18.323,15.688,38.562,0.856,2.105,390,9.9,4.058,"Montero-Ruiz et al., 2013","Ref.080",40.048111,-0.062755
"GDM.2796","Ore mix","CCR","Pb",18.34,15.688,38.585,0.855,2.104,378,9.89,4.0586,"Montero-Ruiz et al., 2013","Ref.080",40.048111,-0.062755
"GDM.2799","Galena","CCR","Pb",18.657,15.685,38.877,0.841,2.084,138,9.81,3.9966,"Montero-Ruiz et al., 2013","Ref.080",40.141446,0.164641
"GDM.2800","Galena","CCR","Pb",18.651,15.684,38.85,0.841,2.083,141,9.81,3.9864,"Montero-Ruiz et al., 2013","Ref.080",40.141446,0.164641
"GDM.2801","Galena","CCR","Pb",18.651,15.681,38.846,0.841,2.083,135,9.79,3.9833,"Montero-Ruiz et al., 2013","Ref.080",40.141446,0.164641
"GDM.2808","Galena","CCR","Pb",18.58,15.664,38.652,0.843,2.08,155,9.74,3.9242,"Montero-Ruiz et al., 2013","Ref.080",40.140272,0.105823
"GDM.2867","Ore mix","CCR",NA,18.482,15.689,38.756,0.849,2.097,276,9.86,4.0529,"Rovira et al., 2013","Ref.082",41.246733,0.913754
"GDM.2868","Ore mix","CCR",NA,18.477,15.687,38.744,0.849,2.097,274,9.85,4.0487,"Rovira et al., 2013","Ref.082",41.246733,0.913754
"GDM.1240","Galena","Py","Pb-Zn",18.087,15.69,38.299,0.867,2.117,565,9.97,4.0797,"García-Sansegundo et al., 2012","Ref.086",42.614214,0.531229
"GDM.1241","Galena","Py","Pb-Zn",18.094,15.692,38.321,0.867,2.118,563,9.98,4.0877,"García-Sansegundo et al., 2012","Ref.086",42.614214,0.531229
"GDM.1242","Galena","BC","Pb",18.652,15.678,38.911,0.841,2.086,128,9.78,4.0147,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1243","Galena","BC","Pb",18.727,15.689,38.931,0.838,2.079,94,9.81,3.9795,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1244","Galena","BC","Pb",18.713,15.69,38.94,0.839,2.081,106,9.82,3.9936,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1245","Galena","BC","Pb",18.655,15.678,38.915,0.84,2.086,126,9.78,4.0147,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1246","Galena","BC","Pb",18.54,15.689,38.764,0.846,2.091,233,9.85,4.0175,"Hermanns, 2014a","Ref.087",38.896134,1.219232
"GDM.1247","Galena","BC","Pb",18.483,15.697,38.814,0.849,2.1,290,9.89,4.0851,"Hermanns, 2014a","Ref.087",38.896134,1.219232
"GDM.1248","Galena","BC","Pb",18.701,15.686,38.941,0.839,2.082,107,9.8,4.0005,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1249","Galena","BC","Pb",18.729,15.691,38.938,0.838,2.079,96,9.82,3.9825,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1250","Galena","BC","Pb",18.671,15.68,38.922,0.84,2.085,118,9.79,4.0084,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1251","Galena","BC","Pb",18.651,15.677,38.901,0.841,2.086,127,9.78,4.0099,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1252","Galena","BC","Pb",18.651,15.686,38.825,0.841,2.082,145,9.81,3.9743,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1253","Galena","BC","Pb",18.696,15.685,38.939,0.839,2.083,109,9.8,4.0024,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1254","Galena","BC","Pb",18.665,15.675,38.906,0.84,2.084,113,9.77,4.0024,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1255","Galena","BC","Pb",18.662,15.679,38.917,0.84,2.085,123,9.78,4.0115,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1256","Galena","BC","Pb",18.724,15.688,38.935,0.838,2.079,94,9.81,3.9831,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1257","Galena","BC","Pb",18.729,15.687,38.929,0.838,2.079,89,9.8,3.9765,"Hermanns, 2014a","Ref.087",39.034364,1.563822
"GDM.1258","Galena","BC","Pb",18.715,15.673,38.775,0.837,2.071,72,9.75,3.903,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1259","Galena","BC","Pb",18.711,15.678,38.773,0.838,2.071,83,9.77,3.9059,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1260","Galena","BC","Pb",18.72,15.672,38.773,0.838,2.072,65,9.75,3.8983,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1261","Galena","BC","Pb",18.717,15.673,38.772,0.838,2.072,70,9.75,3.8999,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1262","Galena","BC","Pb",18.722,15.675,38.773,0.837,2.072,69,9.76,3.8975,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1263","Galena","BC","Pb",18.724,15.676,38.77,0.837,2.071,71,9.76,3.8957,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1264","Galena","BC","Pb",18.725,15.671,38.769,0.837,2.071,60,9.74,3.8928,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1265","Galena","BC","Pb",18.72,15.674,38.768,0.837,2.072,69,9.75,3.896,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1266","Galena","BC","Pb",18.713,15.675,38.767,0.838,2.071,77,9.76,3.9013,"Hermanns, 2014b","Ref.088",39.695565,2.705098
"GDM.1267","Cu mineral","NIM","Cu",19.282,15.766,38.912,0.818,2.018,-165,10.01,3.6602,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1268","Cu mineral","NIM","Cu",19.774,15.802,38.851,0.799,1.965,-457,10.08,3.3832,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1269","Cu mineral","NIM","Cu",19.457,15.78,38.89,0.811,1.999,-266,10.03,3.5581,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1270","Cu mineral","NIM","Cu",19.307,15.459,38.106,0.801,1.974,-915,8.89,3.1669,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1271","Cu mineral","NIM","Cu",19.818,15.799,38.882,0.797,1.962,-495,10.06,3.3739,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1272","Cu mineral","NIM","Cu",23.614,15.981,38.831,0.677,1.644,-3260,10.52,2.0825,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1273","Cu mineral","NIM","Cu",19.779,15.882,39.032,0.803,1.973,-291,10.37,3.486,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1274","Cu mineral","NIM","Cu",21.537,15.993,39.116,0.743,1.816,-1362,10.61,2.7984,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1275","Cu mineral","NIM","Cu",23.784,16.036,38.932,0.674,1.637,-3212,10.7,2.0856,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1276","Cu mineral","NIM","Cu",20.088,15.848,39.031,0.789,1.943,-593,10.21,3.3211,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1277","Cu mineral","NIM","Cu",19.287,15.715,38.755,0.815,2.009,-275,9.82,3.5673,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1278","Cu mineral","NIM","Cu",19.779,15.802,38.832,0.799,1.963,-459,10.08,3.3727,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
